Video ID,Title,Published Date,Views,Likes,Duration
ULKRtQ19A_o,JEE Crash Course 2022 | NEET Crash Course 2022 | Offline centers | PATHSHALA by PhysicsWallah🔥,2021-12-14,307423,21252,00:14:56
7YXkFqZOCpY,We're Going WORLDWIDE 🔥 Check Description !!!,2021-12-04,606631,52054,00:13:19
GU6LnhSjsbk,"JEE 2022 Ultimate Crash Course !!! JEE वालों तुम मत घबराना, हम तुम्हारे साथ है 🙏",2021-12-01,956054,54756,00:37:10
u1cMDhgZGCY,Alakh Sir on Zee News || Awarded by Shri Piyush Goyal (Cabinet Minister) 🙏 Physics Wallah,2021-11-27,1903723,173874,00:15:53
_mB17bv3ubw,"SHAURYA - Ab Sirf JEE/NEET Me Nahi, Defence Me Bhi Dhoom Machayenge!!! 💥",2021-11-26,480138,45522,00:14:32
aHqDbgNpMCg,It's Time for REVOLUTION !!! - RAFTAAR 👊🔥,2021-11-16,992907,91117,00:18:11
jccMMX-ByWY,PGF Returns : The Biggest FESTIVAL is Here 💥,2021-11-02,508917,33853,00:05:45
CM9XE7Un1ZU,NEET 2021 RESULTS - पहले ही साल Physics Wallah ने तोड़ दिए सारे RECORDS 🔥,2021-11-02,1512725,68163,01:19:34
fZFa-yieMBs,IIT ADVANCED 2021 मे PhysicsWallah का JALWA 💥 1500+ SELECTIONS || 4 in Top 100 🙏,2021-10-15,1194147,106061,00:07:29
tNXcZEi7knU,SUPER 30 LAKHS - अब राजा का बेटा राजा नही बनेगा !!! A BIG SURPRISE 🔥 || GIFTS FOR ALL 🎁,2021-10-10,992322,87329,00:02:21
z1Y6ufmk6Eg,"The GRAND Launch of PW PATHSHALA - Now in Bihar, UP, Rajasthan, Maharashtra, MP, Delhi & Many More",2021-09-30,3422990,160799,00:28:50
vuLsZ6b_whI,अब हिन्दी मे करो JEE/NEET की तैयारी 🇮🇳 || Launching Pure HINDI Batches for Droppers @Rs 2500 🙏,2021-09-25,645198,30768,00:14:00
O5c1tjWG_Lo,Start Your NEET 2022 Journey with this MOTIVATIONAL Video 🙏,2021-09-22,489743,41220,00:10:12
pTcTMwl4G_c,NEET 2022 - ENDGAME || YAKEEN 2.0 - Most Powerful Dropper Batch @Rs 4000 🔥 FREE YAKEEN 1.0 || PGF 🎉🎉,2021-09-16,1323963,76568,00:38:02
XOTXleHTkT8,AIR 14 in JEE Main 2021 from Physics Wallah 💪 || Jalne Waalon ki Rooh Bhi Jalani Hai !!!,2021-09-15,694600,71105,00:01:01
42lWYxAQ_lQ,Mai Haar Gaya 😞 FAILURE MOTIVATION !!!,2021-09-13,2735625,158393,00:13:54
aPulD-pfMN8,PhysicsWallah Grand Festival - The Biggest Festival 🔥💥,2021-09-09,1066731,103450,00:11:11
y-dDOLsRdTs,REVOLUTION is Back. Prayas 2.O - Dropper Batch for JEE (Main & Advanced) 2022 With DOUBT ENGINE,2021-09-05,561069,36302,00:44:46
JlB21V1Cp28,Teachers Day Special! Revolution Continues. Chalo IIT with Prayas 2.0.,2021-09-03,1975826,90331,00:01:39
mYGL0oY0FxA,Is RAKSHABANDHAN hum lekar aaye hai aapke liye Special GIFTS 🎁 !! Offer Valid on 22 and 23 August,2021-08-22,476558,42396,00:02:13
tsyvHNFQYnY,"Abki Baar, Aapke Bhi 95% Paar !!! ACCELERATE - Complete Class 12th Boards Preparation [NEW PATTERN]",2021-08-21,462629,30654,00:38:25
Y4Hk2WhlDh8,"NDA Waalon, SWAGAT Nahi Karoge Hamara?? Check Description !!! Independence Day Special 🇮🇳🇮🇳",2021-08-15,1037518,105333,00:07:27
nUpoKNr84PI,"We Tried Something NEW - Padhai Kare, Bewakoofi Nahi !!!",2021-08-11,1353909,122336,00:01:22
gVjxTRpdUS4,The BACKLOG Express - Introducing New Feature at PW App 🙏🔥,2021-08-09,781957,79549,00:04:07
FGEMryvIJZA,"Jo Kahte the PW se Padhkar Selection nahi Hoga, They Should Watch this LIVE🔥| Results still Counting",2021-08-07,1146407,91335,00:17:50
iXLuijKydzk,Welcome to KOTA Junction 🔥🙏,2021-08-03,2363017,228798,00:05:34
T8pCYpAMY4o,LAKSHYA 2.O - Complete Class 12th + JEE/NEET @Rs 3500 || on PhysicsWallah App 🔥,2021-07-21,694908,47396,00:56:51
O8slmdJphfc,WE ARE COMING BACK - Ab Kisi Ka Selection Nahi Rukega !!! LAKSHYA 2.O 🔥 Check Description,2021-07-18,554048,32109,00:00:52
-p629-rF8Cw,Two Surprises Revealed 💥 !!  Scholarships from PhysicsWallah 🎁🎁 - FREE FOR ALL,2021-07-11,751131,64937,00:06:44
F7dyvEowJ1I,Big SURPRISE For All JEE Aspirants 🎁,2021-07-09,494957,38489,00:00:52
0NImWqHZ-SI,Launching @NCERTWallahClass12PW !!! Sankalp Batch for Class 12th NCERT - FREE 🙏🔥,2021-07-04,641543,54780,00:48:44
sy1hvjshwVI,REVOLUTION CONTINUED... Something BIG Again !!! @NCERTWallahClass12PW,2021-06-29,509812,38334,00:01:31
hU5W1oa9EWg,WARNING! Only for Class 10th Students 🔥,2021-06-18,1592542,62479,00:02:32
hpcU_JXCIak,YAKEEN is Back - NEET 2022 Dropper Batch | on PW Mobile App,2021-06-10,593079,43669,00:55:41
KBnL6GPE6NY,Rotational Motion - Part 2 | Next Class will be on @PW-NEETWallah || NEET Physics Crash Course,2021-06-08,2881811,65195,08:20:23
lm7Ul6HDfdE,"Once Again, We're READY to Go 🔥 NEET 2022 DROPPER - Check Description!!!",2021-06-07,355799,30038,00:00:51
KrwlGHOCjxQ,Rotational Motion - 01  || Torque and Moment Of Inertia ||  NEET Physics Crash Course,2021-06-06,4407497,95595,04:02:15
WzsSOqYLFQg,"COLLISIONS in ONE SHOT || All Concepts , Formulae , PYQs || NEET Physics Crash Course",2021-06-04,2487753,55012,02:02:43
LHZRixDJBvQ,Class 12 BOARDS EXAM CANCELLED !! Ab Aage kya  - Drop or NO Drop ??,2021-06-02,555099,48221,00:04:36
jbFcxEA0T84,"Centre Of Mass - 1 SHOT || All Concepts , Formulae , Tricks and PYQs || NEET Physics Crash Course",2021-06-01,3743774,91346,02:34:36
Uvu3zw_XrEY,"Work Energy and Power 02 || Conservation of Mechanical Energy , Power|| NEET Physics Crash Course",2021-05-30,2388550,50485,02:52:03
8dRPzktsaU8,"Work Energy and Power 01|| Work ,Kinetic Energy, Work-Energy Theorem || NEET Physics Crash Course",2021-05-26,5526236,121833,01:59:33
ch1D45ShmPw,MANZIL - JEE 2021 Crash Course | Check Description !!! On @PW-JEEWallah  🙏,2021-05-25,459419,36823,00:12:35
vZWlpp5Glx4,CIRCULAR MOTION 02 || Banking Of Road and  Motion in a Vertical Circle || NEET Physics Crash Course,2021-05-24,1573614,36584,02:12:44
yzQfaX9EH9w,CIRCULAR MOTION 01 || Centriprtal Acceleration & Centripetal Force || NEET Physics Crash Course,2021-05-22,3433797,72827,01:59:07
fI8NZKojWGo,Launching DROPPER Batch for JEE Mains/Advanced 2022 | Prayas Batch on PW App,2021-05-21,393170,29322,00:40:40
4ygO9IonVKY,"FRICTION IN ONE SHOT || All Concepts , Tricks , Mentoz Methods and PYQ || NEET Physics Crash Course",2021-05-20,3743888,105899,02:51:18
iSI0GZc50pI,"LAWS OF MOTION 02 || SPRING FORCE , PSEUDO FORCE , ROCKET PROPULSION || NEET Physics Crash Course",2021-05-19,2637186,66649,01:58:51
M3RBYFLSW0Y,LAWS OF MOTION 01 | First  Law and Second Law in ONE SHOT | NEET Crash Course,2021-05-17,5599714,126238,01:59:31
VpBZfBpmGuY,UMMEED - NEET 2021 | Chemistry & Biology Crash Course on YouTube @PW-NEETWallah,2021-05-16,637826,43673,00:21:14
8BfeXvoPIzg,"LAUNCHING MY NEW PERSONAL CHANNEL ""Alakh Pandey"" - @ShortssMotivation",2021-05-16,790590,38141,00:00:32
64XCP66W8kQ,KINEMATICS 04 || PROJECTILE MOTION in ONE SHOT ||  ALL Tricks & Concepts | NEET Physics Crash Course,2021-05-15,4124956,99904,01:20:38
Gx2YbcfpVkI,KINEMATICS 03 | Relative Velocity 2- D | Rain Man n River Swimmer Problem| NEET Physics Crash Course,2021-05-14,2718092,61809,01:00:38
O_baUve-kB8,"KINEMATICS 02 || Galileo's Law , Vectors , Relative Velocity in 1-D || NEET Physics Crash Course",2021-05-13,4166908,82885,02:20:06
eQhOAHMankc,KINEMATICS 01 ||  Motion in a Straight Line || 1-D Motion ||  NEET Physics Crash Course,2021-05-11,12216268,251338,01:51:17
zY38SV2BW7k,NEET Physics Crash Course || Basic Mathematics | Trignometry | Differentiation n Integration | Umeed,2021-05-10,13518990,310728,01:28:26
5vYHrhjJ52w,How to Crack JEE/NEET by Studying Online?,2021-05-09,1005251,65878,00:18:52
MJ92Yln1a9c,UMEED - NEET 2021 || Physics Crash Course on Youtube by Alakh Pandey || Complete Physics For NEET ||,2021-05-07,704173,66099,00:08:08
TCdECRthcw4,How to Start Class 11th? The Journey of becoming an IITian & Doctor !!! ARJUNA Batch on PW App.,2021-05-02,986708,45470,00:23:34
A1JdXKKKOwc,Class 11th - NEW LIVE Batches Launch 🔥.ARJUNA NEET & ARJUNA JEE +  Study Material  on PW APP,2021-04-24,1074149,72791,01:04:39
_pGFmV8SdKE,"Finally, The Wait is OVERRR !!! Check Description 🔥",2021-04-22,604861,36000,00:01:09
UOVOJGCRNCk,Lakshya NEET vs Lakshya JEE - Ab Dangal Hoga 🔥🔥🔥,2021-04-03,1821782,103423,01:08:41
jLkfNXZinxw,Boards Booster Course on PhysicsWallah App - 95% in Class 12th || Complete PCMB in 30 days at Rs 499,2021-03-24,264935,20695,00:15:04
hpyKVFK6T0A,LAKSHYA JEE & LAKSHYA NEET - Class 12 LIVE Batch on PhysicsWallah Mobile APP - Starting 5 APRIL,2021-03-21,434076,32982,00:07:41
RpWvLa9f2yw,Class 12th - NEW LIVE  Batches Launch 🔥.  Lakshya NEET & Lakshya JEE + PhysicsWallah Study Material,2021-03-17,1212978,83148,01:08:35
8o4BbSvsqCo,NEET - 100 DAYS CRASH COURSE !! You Still have Time - PhysicsWallah APP,2021-03-15,507441,41396,00:43:05
6Ejxa_6jgk0,Surprise of Half Decade - WALTER LEWIN SIR | Check Description @PW-NEETWallah,2021-03-13,864497,66671,00:01:51
dmJPKe6ev40,Physics Wallah ke SELECTIONS !!! Reported So Far...,2021-03-09,1062048,97657,00:22:20
vqVkT524beI,"HAPPY CHHATH PUJA 🙏 - Don't Underestimate The Power of ""THEKUA"" ❤️",2021-03-08,2013325,149126,00:03:44
vYr9Q1uVD2E,@PW-NEETWallah  SURPRISE OF HALF DECADE !!! Jitna Kamaya Utna Lauta Diya 🙏,2021-03-06,2127162,198419,01:02:45
7nSx9dy47Ok,PACE SERIES  -  THANKYOU ALL & IMPORTANT ANNOUCEMENT,2021-03-03,581318,68497,00:07:03
8t-ZTaVnU-o,LOCOMOTION & MOVEMENT -  04 | JOINTS AND DISORDERS | 11 | NEET | PACE SERIES,2021-03-02,492107,17192,01:15:25
6daLsbcgwCA,"Animal Kingdom 06 | Chordate - TETRAPODA (Amphibia, Reptilia, Aves, Mammals) | 11| NEET| PACE SERIES",2021-03-01,583580,17270,00:58:00
B4lyIDOXH3A,"Animal Kingdom 05 | Chordate - PROTOCHORDATES , EUCHORDATES (cyclostomes) | 11 | NEET | PACE SERIES",2021-02-27,801270,23038,01:23:15
qlNsPx12YSM,Physics Abhyas 14 | SOLIDS & SURFACE TENSION | IIT JEE ADVANCED | MAINS | NEET |11 | BEST Questions,2021-02-27,82489,3386,01:31:36
t3immpbWVQ8,Animal Kingdom 04 | PHYLA - MOLLUSCA | ECHINODERMATA | HEMICHORDATA | Class 11 | NEET | PACE SERIES,2021-02-26,729349,22207,00:51:01
kOUgxU_POXU,Graphs of Trigonometric Functions | Trigonometric Equations | SYLLABUS COMPLETE | PACE SERIES,2021-02-26,731469,19209,00:49:50
DR6nmHDj5pw,Differentiation | Class 11 | JEE | PACE SERIES,2021-02-26,2320572,57894,00:46:38
yQKd9lYGgfY,Units and Measurement 03 | Vernier caliper and screw gauge | Class 11 | NEET | IIT JEE | Pace Series,2021-02-26,433403,11734,01:06:00
bTjSkCbXZyM,S Block 07 | Chemical Properties of Alkaline Earth Metals | Class 11 | JEE | NEET | PACE SERIES,2021-02-25,171032,4729,01:05:19
7ervFYD7VKM,Limits 02 | Class 11 | JEE | PACE SERIES,2021-02-25,882752,23801,01:00:18
8UY4jOFkv6A,"Animal Kingdom 03 | PHYLUMS - Aschehelminthes, Annelida, Arthropoda | Class 11 | NEET",2021-02-25,982996,25444,01:13:04
CLoZom5BtQc,Mathematical Reasoning 02 | Implications | Class 11 | JEE | PACE SERIES,2021-02-25,212165,6233,00:54:57
8IV32qRDyRw,"Units and Measurement 02 | Errors, propagation of errors, Parallax, oleic acid |11 |NEET | JEE",2021-02-25,407632,9326,01:15:44
t3Gd4pWTibc,Mineral Nutrition - 02 | Nitrogen Metabolism | Class 11 | Pace Series,2021-02-25,319452,10031,01:21:17
mNP1EV8mcSc,S Block 06 | Solvay's Process | Atomic Properties of Alkaline Earth Metals | Class 11 | JEE | NEET,2021-02-24,161151,4735,00:52:57
kalficSRd7Q,"Animal Kingdom 02 | PHYLUMS - Porifera, Coelenteratra, Ctenophora, Platyhelminthes | Class 11 | NEET",2021-02-24,2041537,52405,01:12:02
y7cf81Rr1-4,"Units & Measurement 01 | Dimensions, Dimensional Analysis, Principle of homogeneity | 11 | NEET |JEE",2021-02-24,1021906,23516,01:26:12
ZGIiUc261m8,S Block 05 | NaOH | Sodium Hydroxide | Class 11 | JEE | NEET | PACE SERIES,2021-02-23,161961,4565,00:59:52
HPADvlWAO9o,Introducing Samapti Sinha Ma'am | Animal Kingdom 01 | Class 11 | NEET,2021-02-23,4337810,147815,01:29:23
l5Jy1pR84Y0,Maths Abhyas 20 | The Best Problems of Conic Sections | JEE | MAINS | 11 | BEST Questions | Pace,2021-02-23,40957,2036,01:05:43
ihrDKl53HWY,Waves L4 | Beats | Doppler Effect | Class 11 | IIT JEE | NEET,2021-02-23,176770,6321,01:00:24
ijGuBrfL7ZI,"S Block 04 | Reactions of Lithium, Sodium & Potassium | Anomalous Behaviour of Lithium | PACE",2021-02-22,159316,4969,00:48:07
-Fpv-k0UNyw,Maths Abhyas 19 | The Best Problems of Straight Line & Circles | JEE | MAINS | 11 | BEST Questions,2021-02-22,48844,2750,00:52:41
2n-uBeSqfz8,Physics Abhyas 13| FLUIDS | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions | Pace Series,2021-02-22,52556,2947,01:08:11
E9VJOky6Rp8,Hydrocarbons 08 | Benzene | Class 11 | JEE | NEET | PACE SERIES,2021-02-21,1177774,28849,01:05:23
XwmxCZqvU6U,"POWER OF PHYSICS WALLAH - Tum 1 Lekar Jaoge, Mai 100 Alakh Pandey Khade Kar Dunga 🔥",2021-02-21,4625101,282305,00:36:56
cOVMwNdrnuM,Mathematical Reasoning 01 | Class 11 | JEE | PACE,2021-02-21,656277,18096,00:52:28
1EjWr0W_XlM,Limits 01 | Introduction | CLASS 11 | JEE | PACE SERIES,2021-02-21,1912645,56632,00:56:36
ollMI1HNxPQ,Physics Abhyas 12 | GRAVITATION | IIT JEE ADVANCED| MAINS | NEET | 11 | BEST Questions | Pace Series,2021-02-21,52926,2965,01:18:26
102OSTSL1eg,Hydrocarbons 07 | Complete Alkynes | Class 11 | JEE | NEET | PACE SERIES,2021-02-20,1022849,25010,01:05:10
Ntn3p7iRN6c,Hyperbola | ALL BASICS COVERED | CLASS 11 | JEE | PACE SERIES,2021-02-20,512567,14277,00:52:05
54JJsJ4qFuI,Waves L3 | Standing Waves | Sonometer Wire | Resonance Column tube | Class 11 | JEE | NEET | PACE,2021-02-20,133964,5104,01:08:42
qKQMVx2kh_o,S-Block 03 | Compounds of Alkali Metals | Class 11 | JEE | NEET | PACE SERIES,2021-02-20,196672,5169,00:45:25
yg-_v_0Hf18,Ellipse | ALL BASICS COVERED | CLASS 11 | JEE | PACE SERIES,2021-02-19,775773,20613,00:47:45
QG-POdb42fc,S-Block 02 | Chemical Properties of S Block Elements | Class 11 | JEE | NEET | PACE SERIES,2021-02-18,324615,6707,00:46:25
ApZRSK1q2hc,Parabola | ALL BASICS COVERED | CLASS 11 | JEE | PACE SERIES,2021-02-18,1332844,35106,01:02:20
8BpP_Y0SpfQ,Waves L2 | Interference of waves | Superposition of waves | Class 11 | IIT JEE | NEET,2021-02-18,117994,3440,00:47:24
TZQHNIxtCxs,Circles | Equation of Circle in Different Forms | Class 11 | JEE | PACE SERIES,2021-02-17,1150381,30219,01:00:29
dnoJy6RMBek,Waves L1 | Wave equations | Wave speed | Class 11 | IIT JEE | NEET,2021-02-17,326659,8540,00:57:12
Vug41JGdlh8,S-Block 01 | S-Block | CLASS 11 | JEE | NEET | PACE SERIES,2021-02-16,1196750,26259,00:41:06
4DXOYnvObEg,"Oscillations L4 | Damped oscillations, Angular SHM, Resonance | Class 11 | IIT JEE | NEET",2021-02-16,268201,8072,00:58:01
2dcFkPRIQ08,Pawri Ho Rahi Hai Guyz #TeamPw,2021-02-16,2451862,137493,00:00:14
pabRyv2nUOI,Locus | CLASS 11 | JEE | PACE SERIES,2021-02-16,617005,19082,00:31:12
ByCMhI2yi2M,Hydrogen 05 | Hardness of Water | CLASS 11 | JEE | NEET | PACE SERIES,2021-02-15,288036,7416,00:48:24
J705mkR-8-Q,"Straight Lines 03 | Distance b/w Parallel Lines, Point and a Line | CLASS 11 | JEE | PACE SERIES",2021-02-15,434989,11974,00:43:07
cfSsYCneNew,Physics Abhyas 11 | RIGID BODY DYNAMICS 03 | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions,2021-02-15,24336,1207,00:54:10
uLdEXLwrDjY,Teaser1- Surprise Of Half Decade - PhysicsWallah Biggest Surprise Reveal 🔥🔥🔥,2021-02-15,686417,72315,00:01:17
poCtr64sEpg,"Statistics 02  | Median , Mode , Variance , S.D. | CLASS 11 | JEE | PACE SERIES",2021-02-14,329313,8709,01:15:15
SiCktvE52Yw,Hydrocarbons 06 | Properties of  Alkenes | Class 11 | JEE | NEET | PACE SERIES,2021-02-14,904826,19345,01:02:28
8_0zIR1Y-5M,Mineral Nutrition - 01 | Micronutrients and Macronutrients | Class 11 | Pace Series,2021-02-14,353391,9561,01:06:22
I2v2kE5k35U,Straight Line 02 | Different Equations of Straight Lines | CLASS 11 | JEE | PACE SERIES,2021-02-14,882817,23218,01:11:46
Xfqy75u3cyA,Physics Abhyas 10 | RIGID BODY DYNAMICS 02 | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions,2021-02-14,24931,1396,01:12:18
SMJ3KH7rtLM,Hydrocarbons 05 | MOP of Alkanes | Class 11 | JEE | NEET | PACE SERIES,2021-02-14,912042,20698,01:12:14
hRzCnV8wUnA,"Statistics | Introduction, Mean | CLASS 11 | JEE | PACE SERIES",2021-02-13,580233,16118,00:43:31
oSelpsQR-f0,"Straight Lines 01 | Inclination, Slope, Equation of a Straight Line | CLASS 11 | JEE | PACE SERIES",2021-02-13,2022761,50644,00:59:49
trm750hVBmw,Oscillations L3 | Time period of linear SHM | Simple harmonic motion | Class 11 | IIT JEE | NEET,2021-02-13,99697,3714,01:04:17
WVcPdkpRy4U,Hydrogen 04 | Water & Heavy Water | CLASS 11 | JEE | NEET | PACE SERIES,2021-02-12,156517,4679,01:01:16
Q6PrtYa7sXY,Coordinate Geometry 03 | Four Best Friends of Coordinate Geometry | CLASS 11 | JEE | PACE SERIES,2021-02-12,316066,8824,00:30:02
9yHIMPGJL6Q,"Oscillations L2 | Equations of SHM, Energy in simple harmonic motion | Class 11 | IIT JEE | NEET",2021-02-12,119743,3872,01:02:11
DngGixFj2gI,Hydrogen 03 | Bosch Process | Lanes Process | Hydrides | Chemical Properties of Hydrogen | PACE,2021-02-11,190178,5279,00:53:29
LvHOkDrWUXw,Coordinate Geometry 02 | Point | CLASS 11 | JEE | PACE SERIES,2021-02-11,342964,9481,00:46:53
NOMqafVrbFU,"Oscillations L1 | Circle diagram, simple harmonic motion and uniform circular motion |11 |JEE | NEET",2021-02-11,338905,9708,00:57:05
_Dmhl21qIFw,Hydrogen 02 | Types of Hydrogen & Preparation of Hydrogen | CLASS 11 | JEE | NEET | PACE,2021-02-11,250727,6225,00:45:20
S4_zPy12Thw,Coordinate Geometry 01 | Introduction | CLASS 11 | JEE | PACE SERIES,2021-02-10,802243,22163,00:44:06
4nw-8gufGGA,"Thermodynamics L3 | Second Law of thermodynamics, Carnot, heat engine, refrigerator | 11 | JEE| NEET",2021-02-10,108102,3693,01:12:35
Ulvaue5tvpo,Hydrogen 01 | Introduction | CLASS 11 | JEE | NEET | PACE,2021-02-09,739879,18944,00:36:11
YXnmxJb1OGc,Sequence & Series 05 | Miscellaneous Series | CLASS 11 | JEE | PACE SERIES,2021-02-09,283772,8281,00:40:24
lI3Tzyp6Wx4,Thermodyamics L2 | First Law of thermodynamics | Thermodynamics graphs | Chapter 12 |11 | JEE | NEET,2021-02-09,123434,4258,01:01:40
Ck1ecKx9nqY,Gaseous State 10 | Compressibility factor | CLASS 11 | JEE | NEET | PACE,2021-02-08,59234,2514,00:45:39
M4vN8TbtcJk,Maths Abhyas 18 | Permutation & Combinations Problems Lectures 4 | JEE | MAINS | 11 | BEST Questions,2021-02-08,25628,1033,00:57:40
xKVt_8GDmuQ,Sequence & Series 04 | A.G.P. & H.P. | CLASS 11 | JEE | PACE SERIES,2021-02-08,416323,11412,00:46:53
_2JU3JBQk9A,Physics Abhyas 09 | RIGID BODY DYNAMICS 01| IIT JEE ADVANCED| MAINS | NEET |11 | BEST Questions,2021-02-08,28243,1509,01:01:22
r58j6fhx4HU,Hydrocarbons 04 | Properties of Alkane Halogenation Part 2 | Class 11 | JEE | NEET | PACE SERIES,2021-02-07,749232,16399,00:59:47
PgrpITvJqII,Something Very BIG 🔥 🔥🔥 Introducing God Of Mathematics - Mohit Tyagi Sir,2021-02-07,661920,40851,00:24:19
wPtar19YcMI,Sequence & Series 03 | Sum of Infinite G.P. | CLASS 11 | JEE | PACE SERIES,2021-02-07,611911,16811,00:58:55
4cK6pt0-cDw,"Physics Abhyas 08| Work, COM & Collision | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Ques | Pace",2021-02-07,29357,1675,01:20:39
nLWk7bHzpbk,Hydrocarbons 03 | Properties of Alkane Halogenation | Class 11 | JEE | NEET | PACE SERIES,2021-02-06,965165,20736,01:03:47
lYoZGvZ0Rlg,Sequence & Series 02 | Arithmetic Progression ( A.P. ) | JEE | CLASS 11 | PACE SERIES,2021-02-06,843830,21638,00:56:31
Y4uKlbnSkFw,"Thermodynamics L1 | Zeroth Law, First Law of thermodynamics | Chapter 12 | Class 11 | IIT JEE | NEET",2021-02-06,288925,8434,01:03:13
oE_a7_14CKU,Gaseous State 09 | Van der Waals Equation | CLASS 11 | JEE | NEET | PACE,2021-02-05,84944,2609,00:45:45
omV6Y-mlNqE,Biomolecules 04 | ENZYMES | Class 11 | NEET | PACE Series,2021-02-05,973325,22146,01:27:57
iNSC7aFr-kE,Sequence & Series 01 | Introduction | JEE | CLASS 11 | PACE SERIES,2021-02-05,940945,30343,00:44:03
fa68y4ef7go,"Kinetic theory of gases | Mean free path, Ideal gas equation, Boyle's law, Charle's law|11|JEE| NEET",2021-02-05,352943,10209,01:16:11
q08seG3Ynjo,Probability 02 | Algebra of Events | JEE | CLASS 11 | PACE SERIES,2021-02-05,222951,7964,00:33:39
1Pa83KQkhxk,"Gaseous State 08 | Graham's Law ( Diffusion, Effusion ) | CLASS 11 | JEE | NEET | PACE SERIES",2021-02-04,56447,1960,00:50:03
DvSRGr5r6hM,Biomolecules 03 | Carbohydrates | Class 11 | NEET | PACE Series,2021-02-04,1113252,25818,01:03:43
7Dfsp1blzcE,Probability 01 | Introduction to Probability | CLASS 11 | JEE |  PACE SERIES,2021-02-04,819330,23517,01:19:06
6IxLEkZpnMQ,"T.P.M 04 | Radiation, Stefan's law, Wein's displacement law, Newton's law of cooling |11 | JEE |NEET",2021-02-04,104854,3787,01:07:32
NxYq72ivn80,Gaseous State 07 | Dalton's Law | Relative Humidity | Aqueous Tension | JEE | NEET | PACE SERIES,2021-02-03,60557,2329,00:51:27
svNRVZmImh4,Biomolecules 02 | Lipids & Nucleic Acids | 11 | NEET | PACE Series,2021-02-03,891695,19317,01:23:57
QmJhbggFRT4,Binomial Theorem 02 | Properties of Binomial Theorem | JEE | CLASS 11 | PACE SERIES,2021-02-03,494299,14307,01:22:12
xDVURm-3SHo,"Thermal Properties of Matter 03 | Heat Transfer |Conduction, Convection | Chapter 11 | 11 | JEE|NEET",2021-02-03,138265,4704,01:17:29
BznBH6Llpkw,Gaseous State 06 | Different types of containers | Class 11 | JEE | NEET | PACE SERIES,2021-02-02,48669,2130,00:50:20
fE6shCFJepo,Biomolecules 01 | Amino Acids and Proteins | 11 | NEET | PACE Series,2021-02-02,2054534,46357,01:26:25
gPxGmJGJu5A,Binomial Theorem 01 | Introduction | JEE | Class 11 | PACE SERIES,2021-02-02,867948,27772,00:45:09
lAtRW-scA6Y,Maths Abhyas 17 | Permutation & Combinations Problems Lectures 3 | JEE | MAINS | 11 | BEST Questions,2021-02-02,22452,1107,00:55:50
daaLheyLCCg,Thermal Properties of Matter 02 | Calorimetry | Chapter 11 | Class 11 | IIT JEE | NEET,2021-02-02,284249,7893,01:14:36
iB-j-ByGH18,Gaseous State 05 | Combined Gas Law | Questions Based on Gas Laws | Graphs on Charles's Law | PACE,2021-02-01,74424,2855,00:43:50
8V0eDRPpfnY,Chemical Control & Coordination 02 | Glands & Mechanism of hormone Action | 11 | NEET | PACE Series,2021-02-01,611368,13074,01:35:41
ZBf-UZ2pVPg,Maths Abhyas 16 | Permutation & Combinations Problems Lectures 2 | JEE | MAINS | 11 | BEST Questions,2021-02-01,29102,1535,00:51:51
P77_ysxzLr4,Physics Abhyas 07 | Work and Energy | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions | PACE,2021-02-01,47221,2566,01:05:21
xokN4DOgNk4,Hydrocarbons 02 | Alkanes | MOP 2 | Class 11 | JEE | NEET | PACE SERIES,2021-01-31,1510549,28396,01:15:19
jCmN1L2XjTM,"Chemical Control & Coordination 01 | Hypothalamus, Pituitary, Thymus, Pineal Glands | 11 | NEET",2021-01-31,1245966,29338,01:18:53
SQEYaGVTHHc,Permutation & Combination 07 | Permutation & Combination of Alike Objects | CLASS 11 | JEE | PACE,2021-01-31,280149,9886,00:35:25
gE_DiPVl09g,Physics Abhyas 06| NLM 03 (Circular Motion) | IIT JEE ADVANCED | MAINS | NEET |11 | BEST Ques | PACE,2021-01-31,41275,2326,01:18:40
xufXWzYT990,Hydrocarbons 01 | Alkanes | MOP | Class 11 | JEE | NEET | PACE SERIES |,2021-01-30,3642072,77888,01:19:29
VviV9WxpSjI,Nervous Control & Coordination 04| Mechanism of Vision & Structure of Ear | 11 | NEET | Pace,2021-01-30,382547,9554,01:09:48
JvVUlYANtZA,Permutation & Combination 06 | Circular Permutation | CLASS 11 | JEE | PACE SERIES,2021-01-30,420865,12768,00:49:39
eVp1Nrr-dIY,Thermal Properties of Matter 01 | Thermal expansion | Chapter 11 | Class 11 | IIT JEE | NEET,2021-01-30,337560,9289,00:56:42
SiCUm1d3N-U,Gaseous State 04 | Gay Lussac's Law | Avogadro's Law | Graphs on Charles's Law | CLASS 11 | PACE,2021-01-29,101884,3474,00:52:49
q149_Imilug,Permutation & Combination 05 | Combinations | CLASS 11 | JEE | PACE SERIES,2021-01-29,627754,17704,00:57:30
